 	Identification	Name	Group of collection	Collection		Strain type		Synonyms	Reference équilibre	Date d'isolement	T ° of incubation	Bibliography	Sequence reference	Private Strain	Genotype	strain MOT	Wanted MTA	GMO strain	Restrictions on the dissemination	History of deposit	Isolated from	Properties	Classification	Clinical shape	Phenotype	Comments	Sequence reference	pathogenicity	Lieu	Classe emballage	Atmosphère incubation	Medium 
268	PCC 7930	Oscillatoria	Cyanobactéries	PCC	407					01-01-1977	22°			false		false	false	false		T. Vaara: strain G9L	Pond sample	%G+C: nd Genome size (Gdal): nd N2 fixation: nd Nutrition: nd Pigments C-PE: + Pigments PEC: - CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent 							Gunnarskulla, Kirkkonummi, Finland	B	Aerobic	1539
269	PCC 7931	Pseudanabaena	Cyanobactéries	PCC	407					01-01-1978	22°			false		false	false	false		T. Vaara: strain GH1	Water, lake	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent Gaz vesicles: permanent, polar 							Lake Garda, Italy	B	Aerobic	1539
270	PCC 7933	Nostoc	Cyanobactéries	PCC	407					01-01-1977	22°			false		false	false	false		T. Vaara: strain NM	Mud sample	Purified by cycloserine treatment %G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: aerobic Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): nd Motility: nd Gas vesicles: nd 							Friggersby, Kikkonummi, Finland	B	Aerobic	1547
271	PCC 7934	Oscillatoria	Cyanobactéries	PCC	407					01-01-1978	22°			false		false	false	false		T. Vaara: strain U	Mud sample	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent 				Notice :  This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.      			Kauniainen, Finland	B	Aerobic	1539
272	PCC 7936	Nostoc	Cyanobactéries	PCC	407			Anabaena doliolum	UTEX 2094 (no longer available)		22°	Arch. Mikrobiol., 1964, 48, 118-121; Mol. Gen. Genet., 1986, 205, 372-375.		false		false	false	false		C. P. Wolk <- (l) R. N. Singh, Banaras Indu Univ., Varranasi, India as Anabaena doliolum	Soil, rice field	Purified in 1979 /1980 Most likely the AdS strain from rice field of the Banaras Hindu University agriculture farm, Varranasi, India %G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: aerobic Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): nd Motility: nd Gas vesicles: nd Designation: ATCC 43530  as Anabaena doliolum 							Varranasi, India	B	Aerobic	1547
273	PCC 7937	Nostoc	Cyanobactéries	PCC	407			Anabaena flos-aquae, Anabaena variabilis	CCAP 1403/13A as Anabaena sp.;UTEX B 1444 as Anabaena flos-aquae;ACMM 485 as Anabaena variabilis;CCALA 007;CCMEE 380;DCC D0669 as Anabaena variabilis;IRRI Ab 51 XX as Anabaena variabilis;PPMSU 62;UTCC 67 as Anabaena flos-aquae;UTCC B 105 as Anabaena variabilis;CALU 787	01-01-1964	22°			false		false	false	false		C. P. Wolk as Anabaena variabilis <- UTEX (B 1444) Anabaena flos-aquae <- R. G. Tischer as Anabaena flos-aquae A-37	Fresh water	%G+C: 40.3 Genome size (Gdal): nd Nutrition: nd N2 fixation: aerobic Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): nd Phages (sens): N-1 Motility: nd Gas vesicles: transient, dispersed Designation: ATCC 29413 as Anabaena variabilis 							Mississippi, USA	B	Aerobic	1547
274	PCC 7938	Anabaena	Cyanobactéries	PCC	407			Anabaena cylindrica, Anabaena flos-aquae, Anabaena inaequalis	CCAP 1446/1C as Anabaena flos-aquae;UTEX 381 as Anabaena inaequalis;UTCC 103 as Anabaena cylindrica		22°			false		false	false	false		C. P. Wolk as Anabaena cylindrica <- (l) UTEX B 381  <- (l) CCAP 1446/1C <- Utrecht: strain P32		%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: aerobic Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: nd Gas vesicles: - ATCC 29414  as Anabaena cylindrica 								B	Aerobic	1547
275	PCC 7939	Arthrospira	Cyanobactéries	PCC	407						22°			false		false	false	false		R. Rippka <- (l) N. Jeeji Bai		%G+C: nd Genome size (Gdal): nd Nutrition: nd Salt tolerance: euryhaline N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): 8 - 10 W/D (transient stages): n/a Motility: permanent Gas vesicles: permanent, dispersed 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.  &nbsp;  &nbsp;				B	Aerobic	1546
276	PCC 7940	Arthrospira	Cyanobactéries	PCC	407						22°			false		false	false	false		R. Rippka <- (I) N. Jeeji Bai		%G+C: nd Genome size (Gdal): nd Nutrition: nd Salt tolerance: euryhaline N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): 8 - 10 W/D (transient stages): n/a Motility: permanent Gas vesicles: permanent, dispersed 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.  &nbsp;  &nbsp;				B	Aerobic	1546
277	PCC 7941	Microcystis	Cyanobactéries	PCC	407			 	UTCC 468;CCAP 1450/4 as Microcystis aeruginosa;NIVA-CYA 31 as Microcystis aeruginosa;SAG 14.85 as Microcystis aeruginosa;CCALA 106;UTEX LB 2385 as Microcystis aeruginosa	01-01-1954	22°C°	Can. J. Microbiol., 1958, 4, 225-236; Can. J. Microbiol., 1960, 6, 645-660; Catalogue & Taxonomic Handbook, 1992, Institut Pasteur, Paris, 1-103; Subsection I, in «Bergey's Manual of Systematic Bacteriology», 2001, 2nd Ed., 1, 493-514.		false		false	false	false		R. Rippka <- (I) J. Weckesser as Microcystis aeruginosa NRC-1 <- (I) CCAP 1450/4 <-  (I) P. R. Gorham	Water, lake	%G+C: 42.5 Genome size (Gdal): 3.13 Nutrition: obligate autotroph Salt tolerance: stenohaline N2 fixation: nd Pigments C-PE: - Pigments PEC: - CCA: - W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: - Gas vesicles: permanent, dispersed 				GCA_000312205.1			Little Rideau, Ontario, Canada	B	Aerobic	1553
278	PCC 7942	Synechococcus	Cyanobactéries	PCC	407			Anacystis nidulans, Synechococcus leopoliensis	CALU 895;UTCC 100;NIBB 1113 as Anacystis nidulans;UTEX 2434 as Synechococcus leopoliensis;IAM M-201;IAM M-204	01-01-1973	22°	in «Second International Symposium on Photosynthetic Prokaryotes», Dundee, Scotland, 1976, G.A. Codd & W.D.P. Stewart, 220-222; Oxf. Surv. Plant Mol. & Cell Biol., 1987, 4, 137-166.		false		false	false	false		C. van den Hondel <- S. V. Shestakov as Anacystis nidulans R2 <- PPMSU <- K. Floyd	Fresh water	%G+C: 55 Genome size (Gdal): nd Nutrition: obligate autotroph Salt tolerance: stenohaline N2 fixation: nd Pigments C-PE: - Pigments PEC: nd CCA: nd W/D (vegetatives cells): 1 - 1.2 W/D (transient stages): n/a Phages (sens): AS-1M Phages (res): SM-1 Motility: - Gas vesicles: - Designation: ATCC 33912 as Synechococcus elongatus 				GCA_000012525.1			California, USA	B	Aerobic	1539
279	PCC 7942/1	Synechococcus	Cyanobactéries	PCC	407						22°	Plasmid, 1983, 10, 156-163.		false		false	false	false		W. E. Borrias		%G+C: nd Genome size (Gdal): nd Nutrition: obligate autotroph Salt tolerance: stenohaline N2 fixation: nd Pigments C-PE: - Pigments PEC: nd CCA: nd W/D (vegetatives cells): 1 - 1.2 W/D (transient stages): n/a Phages (sens): AS-1M Phages (res): SM-1 Motility: - Gas vesicles: - 								B	Aerobic	1539
280	PCC 7943	Synechococcus	Cyanobactéries	PCC	407			Anacystis nidulans	CALU 602 as Anacystis nidulans		25°C°	Mol. Gen. Genet., 1970, 107, 372-375.		false		false	false	false		C. van den Hondel <- S. V. Shestakov <- CALU 602	Source unknown	%G+C: nd Genome size (Gdal): nd Nutrition: obligate autotroph Salt tolerance: stenohaline N2 fixation: nd Pigments C-PE: - Pigments PEC: nd CCA: nd W/D (vegetatives cells): 1 - 1.2 W/D (transient stages): n/a Phages (sens): AS-1M Phages (res): SM-1 Motility: - Gas vesicles: - 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.  &nbsp;  &nbsp;				B	Aerobic	1539
281	PCC 7945	Pseudanabaena	Cyanobactéries	PCC	407					01-01-1979	22°			false		false	false	false		R. Rippka <- (l) A. E. Walsby	Water, lake (Microcystis sample)	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: + Pigments PEC: - CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent Gaz vesicles: permanent, polar 				Notice :  This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.      			Llyn Coron Lake, Wales, UK	B	Aerobic	1539
282	PCC 7946	Chroococcus	Cyanobactéries	PCC	407						22°	Catalogue & Taxonomic Handbook, 1992, Institut Pasteur, Paris, 1-103; Subsection I, in «Bergey's Manual of Systematic Bacteriology», 2001, 2nd Ed., 1, 493-514.		false		false	false	false		R. Rippka <- (l) J. B. Waterbury as Chroococcus turgidus	Peat bog	%G+C: nd Genome size (Gdal): nd Nutrition: nd Salt tolerance: stenohaline N2 fixation: nd Pigments C-PE: + Pigments PEC: - CCA: I W/D (vegetatives cells): 25 - 30 W/D (transient stages): n/a Motility: - Gas vesicles: - 							near Kastanienbaum, Switzerland	B	Aerobic	1552
283	PCC 7947	Pseudanabaena	Cyanobactéries	PCC	407					01-01-1977	22°			false		false	false	false		R. Rippka <- (l) T. Vaara: strain HB1	Brackish water	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent Gaz vesicles: permanent, polar 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.			Gulf of Finland, Helsinki, Finland	B	Aerobic	1539
284	PCC 7948	Pseudanabaena	Cyanobactéries	PCC	407					01-01-1978	22°			false		false	false	false		R. Rippka <- (l) T. Vaara: strain HB5	Brackish water	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: + Pigments PEC: - CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent Gaz vesicles: permanent, polar 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.  &nbsp;  &nbsp;			Gulf of Finland, Helsinki, Finland	B	Aerobic	1539
285	PCC 7949	Pseudanabaena	Cyanobactéries	PCC	407					01-01-1978	22°			false		false	false	false		R. Rippka <- (l) T. Vaara: strain HB2	Brackish water	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent Gaz vesicles: permanent, polar 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.  &nbsp;  &nbsp;			Gulf of Finland, Helsinki, Finland	B	Aerobic	1539
286	PCC 7950	Pseudanabaena	Cyanobactéries	PCC	407					01-01-1977	22°			false		false	false	false		R. Rippka <- (l) T. Vaara: strain Ll	Pasture silt	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent Gaz vesicles: permanent, polar 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.  &nbsp;  &nbsp;			Viikki, Helsinki, Finland	B	Aerobic	1539
287	PCC 7951	Synechococcus	Cyanobactéries	PCC	407					01-01-1978	22°	J. Appl. Environ. Microbiol., 1979, 38, 1011-1014; Can. J. Microbiol., 1982, 28, 929-941.		false		false	false	false		T. Vaara as Synechococcus CTR	Water, lake	Purified by cycloserine treatment %G+C: nd Genome size (Gdal): nd Nutrition: nd Salt tolerance: stenohaline N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Phages (res): AS-1M Motility: nd Gas vesicles: - 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.			Lake Lippajärvi, Espoo, Finland	B	Aerobic	1539
288	PCC 7955	Pseudanabaena	Cyanobactéries	PCC	407					01-01-1977	22°			false		false	false	false		R. Rippka <- (l) T. Vaara: strain O	Ditch	%G+C: nd Genome size (Gdal): nd Nutrition: nd Salt tolerance: stenohaline N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent Gaz vesicles: permanent, polar 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.  &nbsp;  &nbsp;			Viikki, Helsinki, Finland	B	Aerobic	1539
289	PCC 7956	Pseudanabaena	Cyanobactéries	PCC	407					01-01-1978	22°			false		false	false	false		R. Rippka <- (l) T. Vaara: strain O2	Ditch	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent Gaz vesicles: permanent, polar 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.  &nbsp;  &nbsp;			Biskopsböle, Kirkkonummi, Finland	B	Aerobic	1539
290	PCC 8001	Cylindrospermum	Cyanobactéries	PCC	407					01-01-1975	22°			false		false	false	false		T. Coursin <- (l) R. Rippka as Cylindrospermum G5	Winogradsky column enrichment, brackish water	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: aerobic Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: nd Gas vesicles: - 							Marseille, France	B	Aerobic	1547
291	PCC 8002	Symploca	Cyanobactéries	PCC	407			Microcoleus chthonoplastes	DCC D0778 as Microcoleus chthonoplastes(catalogue 1989)		22°	FEMS Microbiol. Lett., 1979, 5, 163-167; Catalogue & Taxonomic Handbook, 1992, Institut Pasteur, Paris, 1-103; Subsection III, in «Bergey's Manual of Systematic Bacteriology», 2001, 2nd Ed., 1, 539-562.		false		false	false	false		R. Rippka <- (I) H. W. Pearson as Microcoleus chthonoplastes	Cores of stabilized mud, high intertidal	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: aerobic Pigments C-PE: - Pigments PEC: - CCA: - W/D (vegetatives cells): 5 - 6 W/D (transient stages): n/a Motility: transient Gas vesicles: - 							Church Island, Menai Straits, North Wales, UK, national grid ref. SH552717	B	Aerobic	1548
292	PCC 8005	Arthrospira	Cyanobactéries	PCC	407						22°C°			false		false	false	false		R. Rippka <- (I) N. Jeeji Bai		%G+C: 44.3 Genome size (Gdal): 3.40 Nutrition: nd Salt tolerance: euryhaline N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): 8 - 10 W/D (transient stages): n/a Motility: permanent Gas vesicles: permanent, dispersed 				GCA_000176895.2				B	Aerobic	1546
293	PCC 8006	Arthrospira	Cyanobactéries	PCC	407						22°			false		false	false	false		R. Rippka <- (l) N. Jeeji Bai		%G+C: nd Genome size (Gdal): nd Nutrition: nd Salt tolerance: euryhaline N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): 8 - 10 W/D (transient stages): n/a Motility: permanent Gas vesicles: permanent, dispersed 								B	Aerobic	1546
294	PCC 8009	Nostoc	Cyanobactéries	PCC	407				DCC D0673;NIBB 1034		22°	J. Gen. Microbiol., 1968, 54, 299-306.		false		false	false	false		N. G. Carr as Nostoc Mac <- V.B.D. Skerman	Coralloid roots, Macrozamia lucida	%G+C: nd Genome size (Gdal): nd Nutrition: chemoheterotroph N2 fixation: nd Pigments C-PE: + Pigments PEC: - CCA: II W/D (vegetatives cells): nd W/D (transient stages): nd Motility: nd Gas vesicles: nd 								B	Aerobic	1539
295	PCC 8009/1	Nostoc	Cyanobactéries	PCC	407						22°			false		false	false	false		R. Rippka		%G+C: nd Genome size (Gdal): nd Nutrition: chemoheterotroph N2 fixation: aerobic Pigments C-PE: + Pigments PEC: - CCA: II W/D (vegetatives cells): nd W/D (transient stages): nd Motility: nd Gas vesicles: nd 								B	Aerobic	1547
296	PCC 8009/2	Nostoc	Cyanobactéries	PCC	407						22°			false		false	false	false		R. Rippka		%G+C: nd Genome size (Gdal): nd Nutrition: chemoheterotroph Pigments C-PE: + Pigments PEC: - CCA: II W/D (vegetatives cells): nd W/D (transient stages): nd Motility: nd Gas vesicles: nd 								B	Aerobic	1547
297	PCC 8010	Synechocystis	Cyanobactéries	PCC	407						22°			false		false	false	false		R. Rippka <- (l) L. P. Vernon 		%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): > 3 W/D (transient stages): n/a Motility: nd Gas vesicles: - 								B	Aerobic	1539
298	PCC 8102	Pseudanabaena	Cyanobactéries	PCC	407						22°			false		false	false	false		???		%G+C: nd Genome size (Gdal): nd Nutrition: nd Salt tolerance: stenohaline N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent Gaz vesicles: permanent, polar 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.  &nbsp;  &nbsp;				B	Aerobic	1539
299	PCC 8103	Leptolyngbya	Cyanobactéries	PCC	407			Phormidium persicinum			22°	Arch. Biochem. Biophys., 1955, 54, 162-173; J. Gen. Microbiol., 1958, 118, 190-197.		false		false	false	false		Most likely L. Provasoli as Phormidium persicinum		%G+C: nd Genome size (Gdal): nd Nutrition: nd Salt tolerance: marine N2 fixation: nd Pigments C-PE: + Pigments PEC: - CCA: I W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: nd Gas vesicles: nd 								B	Aerobic	1536
300	PCC 8104	Leptolyngbya	Cyanobactéries	PCC	407			Phormidium ectocarpi			22°	Arch. Biochem. Biophys., 1955, 54, 162-173.		false		false	false	false		Most likely L. Provasoli as Phormidium ectocarpi		%G+C: nd Genome size (Gdal): nd Nutrition: nd Salt tolerance: marine N2 fixation: nd Pigments C-PE: + Pigments PEC: - CCA: I W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: nd Gas vesicles: nd 								B	Aerobic	1536
301	PCC 8105	Gloeobacter	Cyanobactéries	PCC	407						22°C°			false		false	false	false		R. Rippka <- (l) S. Campbell as Gloeothece coerulea	forested humic area of moist seepage near carbonate-precipitating cold stream	%G+C: nd Genome size (Gdal): nd Nutrition: nd Salt tolerance: stenohaline N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): 1 - 1.2 W/D (transient stages): n/a Motility: - Gas vesicles: - 							Wolfenschiessen, Switzerland	B	Aerobic	1539
302	PCC 8106	Lyngbya	Cyanobactéries	PCC	407						22°	FEMS Microbiol. Lett., 1981, 11, 295-298.		false		false	false	false		R. Rippka <- (l) L. J. Stal: strain Osc. 23	Cyanobacterial mat of the intertidal flat	%G+C: nd Genome size (Gdal): nd Nutrition: nd Salt tolerance: marine N2 fixation: anaerobic Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): 9 - 11 W/D (transient stages): n/a Motility: transient Gas vesicles: - aerobic N2 fixation not observed upon purification 							Mellum, North Sea, Germany	B	Aerobic	1546
303	PCC 8107	Nostoc	Cyanobactéries	PCC	407						22°			false		false	false	false		C. P. Wolk: strain GSV 154 <- (l) G. S. Venkataraman	Source unknown, purified in 1979/1980	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: + Pigments PEC: - CCA: nd W/D (vegetatives cells): nd W/D (transient stages): nd Motility: nd Gas vesicles: nd 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.  &nbsp;  &nbsp;				B	Aerobic	1539
304	PCC 8107/1	Nostoc	Cyanobactéries	PCC	407						22°			false		false	false	false		R. Rippka		%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: aerobic Pigments C-PE: + Pigments PEC: - CCA: nd W/D (vegetatives cells): nd W/D (transient stages): nd Motility: nd Gas vesicles: nd 								B	Aerobic	1547
